,teks,label_otomatis,label_manual,catatan,label_prediksi
150,"enggak merubah apapun cos koruptor enggak menyimpan uang cash mereka lebih pilih ke uang dollar,saham,crypto dan uang digital lainya ,dan para koruptor nyimpenya ke barang-barang mewah,mobil,rumah,jam,barang antik dll,yang menyimpan uang cash cuma rakyat menengah ke bawah dari hasil nabung bertahun2,kalau pengin ekonomi indonesia maju hukum mati dan rampas uang koruptor jumlahya sangat banyak sangat bisa buat bantu orang miskin setiap bulan,buat lapangan pekerjaan yang banyak,batasi pembelian online karena di kuasai partai besar/pabrik besar,org menengah ke bawah enggak laku jual online karena kalah di harga dan kelengkapan barang,batasi barang-barang produk luar negri,dan yang pasti hidupkan kembali pasar2 tradisional.saya jamin meski saya enggak sekolah tinggi ide ini akan sangat bisa merubah kemajuan negara ini.",negatif,negatif,,negatif
151,bang buka cerita kasus dosen cantik fakultas hukum untag semarang meninggal secara mendadak yang lagi viral akhir&quot; ini,netral,netral,,negatif
152,"saya setuju redenominasi, biar uang koruptor yang disimpan di bunker terpaksa ditukar dan ketahuan deh",negatif,positif,,negatif
153,enggak bakal naik ke seribu selama uang gopek enggak dihapus. gopek berubah jadi 1/2 rupiah atau 50 sen.,netral,netral,,negatif
154,"kalo mau kepercayaan masyarakat naik sih, minimal banget sih goblin dipecat dulu &amp; diganti orang yang lebih kompeten",negatif,negatif,,negatif
155,"yang bikin inflasi ya para pedagang di lapangan<br>trus kalo tidak mencetak uang cent,pasti inflasi,karena cenderung membulatkan harga",negatif,negatif,,negatif
156,"harusnya bukan redominasi, cetak uang baru desain sama, angka berbeda nilai sama. pelan-pelan uang lama ditarik.",negatif,negatif,,negatif
157,"redenominasi penyederhanaan biar enggak ribet kayak komentar luw, ribet banget. luw mau nol nya banyak??? ribet kayak omonganmu",negatif,positif,,negatif
158,"gue kirim duit di mentertawakan sama orang bank nya karena lihat 0 nya banyak, kebetulan orang bank nya juga teman gw, dia bilang lu kayak banget katanya",negatif,negatif,,negatif
159,mau tanya uang koin 500 perak kebawah akan jadi berapa?,netral,netral,,netral
160,uang di bawah 1000 rupiah gimana? kalau 1000 rupiah jadi 1 rupiah lantas 100 500 rupiah gimana?,negatif,negatif,,negatif
161,"dulu gagal karena kurangnya sosialisasi,kalau sekarang sosialisasinya sangat mudah karena adanya media sosial.",negatif,positif,,positif
162,setuju saja dengan ide pak purbaya. biar mata uang kita terlihat keren di mata dunia.,positif,positif,,positif
163,"dan tambahan redominasi itu efektif jika penjual cilok ,petani cara jual beli-nya menggunakan pembayaran digital seperti qris",netral,positif,,netral
164,"yang penting asal lo bisa sesuaiin harga2nya semua barang kbutuhannr rakyat, sesuai dengan nominal yang dikurangi.. di pasaran, misal telor 2000. jadi 2rupiahh..jngan pdagang mengatur sendiri jadi 20,atau 200rupiah. itu merugikn rkyat .menambah beban harga beli..jdi lebih mahal nilaimya, kalo enggak sesuai.mnentukan harganya. itu yang bisa mpengruhi mnimbulkan inflasi yang sangat besarr. karena harga otomatis naikk... beras, dan semua barang-barang komoditi semuanya dll. kontrol semua harga2 barang semua itu di pasaran.. prtanyaannya apa bisa??",negatif,negatif,,negatif
165,"benar semoga berhasil dan negara yang gagal karena melakukan redenominasi itu karena negaranya sedang inflasi 10% &gt; bahkan ada yang 1000%, pertumbuhan ekonominya dikit, dan kepercayaan masyarakat kepada pemerintah itu rendah. sedangkan kita dari di tahun 2025 ini inflasinya sekitar 1-2,8% persen, kepercayaan masyarakat terhadap pemerintah lumayan, dan pertumbuhan ekonominya 5,0 - 5,2%. semoga aman-aman saja.",positif,positif,,positif
166,"karena jaman dulu kan minum informasi,beda dengan jaman sekarang yang kebanyakan rakyat melek dengan program pemerintah",negatif,positif,,negatif
167,"redominasi sudah dibicarakan lama bang, pernah diwawancara tahun 2016 dari lembaga survei dari bi; dan waktu itu jawaban saya tidak setuju, karena masyarakan belum siap.",negatif,negatif,,negatif
168,masalahnya banyak orang indonesia yang lemot berhitung semoga sukses ya,negatif,negatif,,positif
169,penjelasannya seirama dengan benix yang juga upload 2 jam yang lalu..,netral,netral,,netral
170,dulu masyarakat belum paham bro,negatif,negatif,,negatif
171,kenapa enggak seribu enggak di ganti jadi satu sen. jadi 1 dolar setara 16 sen,negatif,negatif,,negatif
172,"kayak di turki sebelum redominasi ,di mulai di market2 ada dual price, harga sebelum redominasi dan jika di redominasi, contoh biskuit di rak tertulis harga rp.1000 dan di sampingnya di tulis rp.1 fungsinya agar perlahan masyarakat jadi terbiasa.",positif,positif,,negatif
173,"kau hanya sosialisasi,sama bandingkan dengan tahun 65 sangat tidak pas.tahun berapa ini 2025 <a href= sosial sudah sampai ke goa2 terpencil di indonesia.sosialisasi sagat mudah,trus manusia indonesia bukan seperti tahun 65 yang 80 persen tidak bisa baca tulis. yang tidak dukung program ini,dialah mafia2 yang takut karena numpuk rupia di bangker.",negatif,negatif,,negatif
174,besar ke gagal nya efek ke bisnis,negatif,negatif,,netral
175,​<a href=,netral,netral,,netral
176,"13.700 jadi 14.000 atau nanti 13,7 jadi 14 rupiah,<br>pelakunya pasti kebanyakan indoapril dan alpeaprel, kebiasaan buruk mereka motong tanpa persetujuan",negatif,negatif,,negatif
177,"tahun 1965 itu sanering atau devaluasi, nilai (daya beli) uang dipotong dari 1000 jadi 1 karena hiperinflasi akibat pembangunan proyek2 mercusuar pemerintah (pemerintah cetak uang berlebihan untuk membiayai proyek: gbk, monas, gedung dpr/mpr, jalan sudirman dll). beda dengan redenominasi yang diwacanakan pemerintah saat ini, itu hanya menghilangkan tiga angka nol dari nominal uang lama, tanpa mengubah nilai (daya beli) uang tersebut. jadi konteksnya berbeda, tahun 1965 itu sanering/devaluasi tidak sama dengan redenominasi saat ini.",negatif,negatif,,negatif
178,"saya pikir, jangan kaitkan terlalu negatif dengan yang dulu, saya tegaskan dulu dan sekarang itu sangat berbeda silakan cek sejarahnya,<br>dulu itu atau tahun 65 an mirip mirip redenominasi tapi sifatnya lebih kepada sistem sanering, artinya lebih kepada pemotongan sebuah nilai uang,<br>namun sekarang ini redenominasi yang sifatnya lebih kepada penyederhanaan mata uang, artinya bukan pemotongan nilai uang tersebut, roti yang berharga 1000 rupiah maka ketika redenominasi nilainya masih tetap sama, cuman membuang tiga angka nol yang menjadi harga 1 rupiah",negatif,positif,,negatif
179,<a href= p͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟? tempat mengadu nasib wkwkw,netral,netral,,netral
180,redenominasi langkah berani yang tepat!,positif,positif,,netral
181,"kuncinya ada di sosialisasi,,<br>kedua masa transisi uang dicetak dengan gambar desain jangan diubah cuma nolnya saja yang di hapus,,biar masyarakat enggak kaget,,itu dilapisan bawah ,,klo kelas menengah keatas sudah pinter2, sih",negatif,positif,,negatif
182,sebenarnya kita kan sudah biasa dengan itu.. contoh misalnya daftar harga2 menu 10.000 jadi 10k begitu-gitu kan,negatif,positif,,negatif
183,malahan menurut gue harus di coba karena kalo enggak jadi redenominasi ekonomi indonesia bakal gini2 saja bahkan terus jatuh,negatif,positif,,negatif
184,gue jamin gagal,negatif,negatif,,negatif
185,"mikir sih cil biar pinter, mikir dulu baru bertanya",negatif,netral,,negatif
186,apakah ini tanda jatuh ya rp ?,negatif,negatif,,negatif
187,sebenarnya rencana ini sudah dari 2010an tapi belum juga terealisasi sampai sekarang,negatif,negatif,,netral
188,"masalahnya juga ditukarnya dimana? kalo bisa di semua bank2 sekitar dan bank sekitar itu setor ke bi itu lebih baik, tapi kalo enggak bisa itu bisa ribet, atau bisa ditukar ke desa atau kecamatan terdekat, tapi harus hati-hati karena bisa sangat rawan korupsi",negatif,negatif,,negatif
189,"yang pegang duit bukan orang muda doang, yang tua tua pasti akan kaget,.kalo enggak ada sosialisasi, itupun harus merata sosialisasinya jangan ada yang ketinggalan.. <br>tapi agaknya susah karena negara kita kan berpulau pulau.. kayak orang papua yang lainnya,, dikasih duit nominal berubah mereka bingung engga... <br>orangtua yang sepuh saja pasti tanya duit ini berapa? ini berapa? ..apalagi yang nyelengin duit di celengan orang tua jaman dulu,",negatif,negatif,,negatif
190,"koh raymond chin gemukan nih ,, menanti <a href= di bulan ramadhan",netral,netral,,netral
191,gue sih.... gue beli sgd lah dari sekarang wkwk,negatif,negatif,,negatif
192,"wajar gagal karena nilai inflasi pada tahu 1965 mencapai 600%,pada tahu tersebut terjadi hiperinflasi dimana pemerintah mencetak uang yang sangat banyak untuk membiayai proyek pemerintah dan tidak diimbangi dengan peningkatan produksi barang &amp; jasa, akhirnya terjadi krisis ekonomi di tahu 1965, dan pemerintah melakukan redenominasi dimana rp1000 menjadi rp 1, redenominasi akan bisa berjalan dengan baik jika nilai inflasi dibawah 10%, sekarang di tahu 2025 nilai inflasi indonesia hanya 2,86% per oktober 2025 jauh dibawah 10% artinya ini momen yang tepat untuk meredenominasi mata uang kita",negatif,positif,,positif
193,hah kan tinggal ditukerin,negatif,negatif,,negatif
194,"kayak nya rakyat enggak susah beradaptasi soalnya warga sipil indonesia jarang nyebut lengkap kayak contoh 12ribu rupiah, 50ribu rupiah<br>jarang banget, rata-rata nyebut dua angka depan nya aja<br>kadang yang juta pun ada juga sebagian warga yang bilang ribu<br>contoh 3juta (3ribu besar)",negatif,positif,,negatif
195,enakan begini . uang maling akan hanguss,negatif,positif,,negatif
196,"pertama yang dilakukan dulu itu menurunkan nilai mata uang karena inflasi terlalu tinggi, yang dilakukan sekarang menghilangkan simbol nol agar tidak terlalu banyak. yang kedua walaupun dulu gagal bukan berarti enggak boleh lagi mencoba, mengertikah kalian orang indonesia?",negatif,negatif,,negatif
197,para maling yang simpan <b>cash</b> hasil maling akan segera ketahuan waktu mereka memasuki uang tua hasil colongan ke bank. jangan <b>pernah</b> percaya tahay karbaw jualan <b>imf world bengkok dan illuminati2 yang lain.</b>,negatif,negatif,,negatif
198,"​ ya semua juga yang namanya fiat money pasti inflasinya naik, yang jadi permasalahan adalah kontrol inflasinya, kita ini inflasi sekitar 2% lebih enggak sampai 50% pertahun, jadi redenominasi ya masih aman.",positif,positif,,negatif
199,alangkah bagus nya sih sebelum di berlakukan. harga2 konsumsi dll di turunin dulu. tapi aku s7 sih biar para koruptor gelisah,negatif,positif,,negatif
200,"lu enggak bahas yang menyimpan duit bentuk cash banyak yang enggak tahu sumbernya dari mana harus ditukarin ke bank karena bakal enggak laku, effort tim itu sih ketika reset ada oknum netapin nominal nol 3 enggak dikurangin, jadi kelihatan kayak",negatif,negatif,,negatif
201,"gua dengar berita redenominasi ini di bawah tahun 2010, dari dulu sudah berharap tapi sampai sekarang belum juga. ya semoga saja kali benar dan sukses",positif,positif,,positif
202,"indomie nanti jadi 3,5",netral,netral,,netral
203,jaman sekarang anak-anak sudah pinta2,negatif,positif,,negatif
204,intinya penyuluhan sosialisai kemasyarakat luas agar betul betul paham dulu,positif,positif,,positif
205,cukup menonton sampai <a href= detik pertama &quot;1965 gagal total&quot;. entah bagaimana endingnya. yang jelas di awal sudah terjadi penggiringan pada arti yang salah kaprah antara senering/dievaluasi dan redenominasi.,negatif,negatif,,negatif
206,"sebaiknya sosialisasi dulu 2-3 bulan baru mulai langkah selanjutnya, takut saja tergesa-gesa kayak lpg kemarin soalnya kita juga terlalu hobi jadwal mepet.",negatif,negatif,,negatif
207,jadinya inr dong singkatan nya,negatif,negatif,,negatif
208,"moga saja $1 jadi rp 16,- terus dollar hancur gara gara utang sudah enggak bisa di bayar amrik, akhirnya rp 1,- jadi $ 16.000.000",negatif,negatif,,negatif
209,kalau orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis,negatif,negatif,,negatif
210,tahu 1965 itu devalwasi,negatif,netral,,netral
211,memang uang indonesia kebanyakan 0 nya,positif,positif,,negatif
212,"kalo enggak purbaya, apa harus menunggu menkeu emak-emak itu?",negatif,negatif,,negatif
213,"duh ngeriii lah, penegakkan hukum masih amburadul, banyak spekulan, regulator ikut bermain juga. ngeriiii lah",negatif,negatif,,negatif
214,"contoh paling simpel yang gue alami, bayar paket cod harganya 10.150 kurirnya meminta 11.000, uang kecil tapi kalo terus&quot;an lumayan juga buat kaum mendang mending.",positif,positif,,positif
215,​ itu salahnya. lihatnya ke restoran. coba lihatnya ke tukang tahu pedas. yang harga 2.500. atau ke tukang fotokopi yang harga nya 200. lihatnya rakyat kecil dong. bisa diterapin di rakyat ngga?,negatif,negatif,,negatif
216,"redenominasi adalah merampok duit masyarakat secara haluh...!karna pemerintah sudah tidak bisa lagi naikin pajak, boleh redenominasi asal uud perampasan aset sahkan dulu dan hukum mati para koruptor dan benahi bumn supaya bersih....! baru boleh printing money senilay aset danantata 14rb triliun buat dorong ekonomi jadi 8%",negatif,negatif,,negatif
217,semua yang ditulis itu kebijakan pemerintah sebelumnya. lagian sekarang sudah era digitalisasi. terus terang saja saya sudah jarang bawa uang kas dan bayarnya ya pakai cash card/debet/qris. angka aneh macam begituan bukan masalah.,negatif,netral,,negatif
218,"tujuanya besar pak purbaya redenominasi biar uang2 yang ditumpuk koruptor dalam bentuk cash tidak benilai lagi atau paling tidak harus ditukarkan, sehingga uang yang tadinya di simpan atau diam bergerak mau tidak mau di gerakan karena adanya tuntutan masa berlaku 1 tahun sebelum transisi mata uang baru. dan juga uang2 simpanan para oknum2 ini tidak dipakai pada kepentingan tertentu, dan di desak masuk kedalam prekonomian masyarakat dengan cara di belanjakan atau di tukar dengan cara di belanjakan.",negatif,positif,,negatif
219,yang takut redenominasi itu koruptor &amp; para partai partai korup,negatif,positif,,negatif
220,"optimis tapi ayolahh manusia pintar di atas sana juga maksimalkan, sesuai yang bang raymond bilang",negatif,negatif,,positif
221,mari kita menjadi warga masyarakat yang andil dalam negara ini,netral,netral,,positif
222,betulkan dulu hukum indonesia dan hukum mati para koruptor dan mafia2 itu sudah cukup dari semua enggak usah ubah mata uang nya,negatif,negatif,,negatif
223,rasa hampir semua orang kok.. ngmong.. eh lu beli baju brp.. 200 padahal 200rb..atw kemarin lu beli topi berapa 50 pghal 50rb..malah dtmpt saya sudah biasa ngmong 1jt itu sribu,negatif,positif,,negatif
224,"dulu itu sanering, ada yang ngubah wikipedia tuh",negatif,negatif,,negatif
225,"biar tahu peredaran uang palsu, kata ekonom di youtube",negatif,positif,,netral
226,"tujuan yang utama memang itu, biar koruptor yang nimbun uang panik, kemudian belanja aset, dari situ bisa ketahuan siap saja koruptor yang nimbun rupiah.",negatif,positif,,negatif
227,"perasaan baru semester kemarin gua bahas redenominasi sama dosen gua, eh kejadian, gua setuju sih cuman prepare nya dari sekarang kasih informasi yang jelas tv, sosmed biar yang kolot kolot juga paham",negatif,positif,,positif
228,gara-gara mbak ekonomi morat-marit malah mau bikin kebijakan membagongkan lainnya <br>hancur negara,negatif,negatif,,negatif
229,kalo orang dulu uang 1 juta itu bilang nya 1000 dan 100 rbu bilang nya 100 yang jelas enggak bisa langsung.pelan2 dulu masyarakat di beritahu dlu.klo dalam waktu cepat enggak terbayang deh bingung nya gimana.,negatif,negatif,,negatif
230,"<a href= wah ini yang saya pikirin jga, takutnya bakal ada inflasi karena uang digenapin dari 13,7 ke 14 tapi pas lihat lagi benar juga ya kita ada sistem cashless apalagi qris sudah dimana2, jadi lebih mudah pembayaran yang enggak ada kembaliannya itu. semoga saja qris makin ada dipelosok2 indonesia dan warga makin kompak buat dukung umkm",positif,positif,,positif
231,"ini syaa allah aku setuju usulan redenominasi ini, bismillah semoga ekonomi indonesia lebih baik ke depannya",positif,positif,,positif
232,inikah yang disebut benix prof atau orang pintar pemakan duit koruptor,negatif,negatif,,negatif
233,"maksud terselubung pemerintah redenominasi agar inflasi enggak terasa, seperti misal bensin 10 jadi 11 secara psikologis rasanya sedikit, padahal itu adalah 1000 di pecahan lama, luar biasa indonesia ditangan wowo menuju 2030 bu...",positif,negatif,,negatif
234,"beberapa dari kita saja yang mungkin bisa dbilang generasi melek informasi saja masih salah mengartikan redonimasi.. apalagi mereka yang kesehariaannya disawah, pasar dan tempat-tempat yang belum terjamah informasi.. bisa kalangkabut asli..",negatif,negatif,,negatif
235,"redenominasi itu seperti menipu diri sendiri, yang perlu kita perbaiki adalah nilainya bukan bentuk fisiknya, mending duit korupsi diambilin dulu lah, itu langkah paling benar di negeri angin",negatif,negatif,,negatif
236,saya sangat setuju dengan ide menghilangkan 3 nol,positif,positif,,positif
237,salah satu antek,negatif,negatif,,netral
238,cuma otak pasti ngelag sih awal awal nilai duit berubah,negatif,negatif,,negatif
239,"nenek ku pernah cerita redenominasi dulu banyak yang stres, gila bahkan gantung diri karena merasa di rugikan mungkin gara gara enggak mengerti konsep nya, ya ia lah media komunikasi saja dulu sebatas radio plus pendidikan cuma mentok di sr ( sekolah rakyat)",negatif,negatif,,negatif
240,bener.. emak-emak bpk2 adek-adek pada megan hp buka fb tiktok yt,netral,netral,,netral
241,"sudah wajib harusnya secepatnya, gue di luar negeri, rupiah seperti uang sampah kebanyakan angka nol",negatif,positif,,negatif
242,"enggak setuju redenominasi, selama pemerintahnya masih korup, mau di redenominasi berapa kali enggak ngaruh!",negatif,negatif,,negatif
243,negara mana aja?,negatif,netral,,negatif
244,"kayak model &quot;k&quot; 10k 20k 30k yang artinya ribu. jadi ya nanti sama saja cuma sudah hilang ke nya, nominal tetap",negatif,positif,,negatif
245,"tinggal di taro ke doang lho, 1k =&gt;1000 10k =&gt;10000",netral,netral,,netral
246,"kurang literasi 1965 itu schenering(pemotongan uang) rp 1.000 jadi rp 1. itu membuat rakyat jadi miskin, karena nilai barang jadi mahal.<br>nanti kedepan redenominasi merubah nilai uang rp 1.000 menjadi rp 1. menghilangkan 3 nol dibelakang seperti jualan online seribu ditulis k(kilo).<br>jadi harga rp 30.000 jadi rp 30 k.",negatif,negatif,,negatif
247,"​ menonton tuh orang yang jualan kelas, sudah pernah gua menonton nya tuh jadi gua tau, jadi jangan sok pintar banget lo cuma dari menonton tuh orang",negatif,netral,,negatif
248,"redenominasi itu enggak penting2 amat, enggak ada efeknya ke perekonomian dan malah rugi anggaran.<br><br>lebih baik buat mata uang baru dengan nama yang berbeda dan di distribusikan pelan2 sambil menarik uang rupiah lama. jadi biayanya enggak mahal. karena rate antara uang baru dan rupiah lama akan fix selama proses penarikan.",negatif,negatif,,positif
249,tahun 1965 itu sanering... karena sanering untuk inflasi... redenominasi untuk ekonomi stabil<br>sanering untuk ekonomi tidak stabil karena inflasi tinggi,negatif,negatif,,negatif
250,jika jadi akan banyak tuh tikus tikus ketangkap,negatif,positif,,negatif
251,optimis saja,positif,positif,,positif
252,dulu koruptor korupsi 1 triliun nanti nilai korupsi yang 1 triliun jadi 1 milyar walaupun nilainya sama tapi tukang korup akan merasa kurang maka dia akan lebih parah korupsinya,negatif,negatif,,negatif
253,"semoga, karena redenominasi ini sangat-sangat saya tunggu dari dulu",positif,positif,,positif
254,"redenominasi sangat setuju,jaman semakin maju,indonesia biar maju",positif,positif,,positif
255,harus di dukung bang.agar tidak berjuta juta.saya sebagai rakyat indonesia.masak beli roti saja 5000 .... negara maju uang lima ribu dapat beli motor baru.,positif,positif,,netral
256,uang 700 jadi 7 sen saja jadi nanti harga barang masih bisa 13.7.,netral,positif,,netral
257,"<a href= <br>pemerintah enggak blunder? selama presiden dan bawahannya masih tone deaf, mustahil sih.",negatif,negatif,,negatif
258,"sekarang kita sudah terbiasa mengunakan istilah 10 k, 20k. mungkin babyboomer yang gaptek ya bingung tapi genzy dan alpha pasti cepat paham. ... <br><br>segera biar maling2 panik belanjakan uangnya",negatif,positif,,negatif
259,"menurutku redenominasi kalo mau eksekusi harus serentak. tidak boleh bertahap. kenapa? biar masyarakat tidak bingung. <br><br>tahapnya seperti ini:<br>1. sosialiasi. <br>2. survey pengetahuan tujuannya biar bank sentral tahu bahwa masyarakat telah siap untuk eksekusi. <br>3. siapkan posko dan tempat penukaran uang. ada rentangnya, misalnya selama 3 hari, uang harus ditukar di tempat ini. kayak pemilu lah gitu.<br>4. ada aplikasi buat scan jumlah uang terkumpul dan ditukar",negatif,positif,,positif
260,yotuber lagi nakut2in rakyat.....<br>bikin konten yang bermanaat dong.....<br>jangn samakan 1965 dengan 2025.....<br>apa yang dilakukan dan yang akan sedang direncanakan menteri purbaya jauh lebih baik dibanding menteri sebelumnya.....<br>mendingan kita dukung menteri purbaya....,negatif,positif,,positif
261,mengira situ akun judol habis namanya berbau judol,negatif,netral,,negatif
262,langkah strategis mentri keuangan sangat baik tentunya untuk kemajuan indonesia,positif,positif,,positif
263,enggak sabar pengin lihat duit baru ..,negatif,positif,,negatif
264,saya mendukung dulu gagal karena disaat inflasi dan akses informasi tak seperti saat ini<br>saya percaya akan berhasil bila penerapanya diawasi dengan ketat <br>terutama saat transaksi dengan nominal besar <br>tak memungkirikan terjadinya pencucian uang,positif,positif,,positif
265,"redenominasi sebenarnya menunjukkan kegagalan sistem ekonomi kapitalis, dan efeknya lebih banyak merugikan masyarakat",negatif,negatif,,negatif
266,"kegagalan indonesia di tahun 1865 karena inflasi indonesia lagi tinggi tinggi kalau ingin berhasil redominasi inflasi harus di bawah 10% negara negara yang berhasil redominasi saat inflasinya rendah dan terkontrol dan negara yang gagal redominasi karena inflasinya tinggi contoh negara gagal redominasi zimbabwe, venezuela <br>saat inflasi indonesia rata rata pertahun 2 -3 % dan sangat cocok untuk redominasi biar koruptor yang simpan uang triliunan di brankas kalang kabut",positif,positif,,positif
267,itulh hebatnya ketika siswa ada yang enggak tau 4+7 saja sudah aneh<br>tpi di luar di suguhin nilai uang yang sampai ribuan bahkn jutaan...<br>banyk yang sepakat kecuali org&quot; yang punya gudang uang...<br>saya kuli di toko sudah bberpa kali juga masalah jual beli akibat kelewat dan kurang nol doang,negatif,positif,,negatif
268,"koruptor enggak mungkin simpan rupiah dong, kalau simpan rupiah yang ada rugi. mereka simpan dalam dollar atau aset real",negatif,negatif,,negatif
269,"coba kali ini, pasti berhasil.",positif,positif,,netral
270,"menakutkan, ini kalau kali jadi nih kucar kacir negara.. dengan keadaan inflasi sekarang. gila la.. good luck",negatif,negatif,,positif
271,jujur pusing ngitung matematika kebanyakan nol nya sampai kalkulator juga bingung di tulis nya e pernah enggak sih ngitung angka 0 yang enggak pakai tanda koma atau titik? wkwkwk jereng mata,negatif,positif,,negatif
272,"enggak usah takut redominisasi nilai&39;e enggak akan berkurang,,,cuma mengurangi 0&39;e az semua pasti sudah di perhitungkan dengan baik n seksama oleh menkeu pak purbaya...yg penting di sosialisasikan ke masyarakar n,,,d lakukan di kala inflasi lagi turun bukan lagi tinggi seperti yang di lakukan zimbabwe,,,gk harus ada yang di takutin dukung az pemerintahan untuk memajukan ekonomi...",positif,positif,,negatif
273,"ini perumpamaan orang yang enggak mau maju, gaberani resiko. bayangkan lu enggak mau berangkat kerja karena takut di jalan ketabrak mobil. itu kan menghindarai mudarat, tapi enggak bisa ngambil manfaat",negatif,negatif,,negatif
274,kami di malaysia awal merdeka dahulu selalu guna sen. 50 sen 10sen pertengahan merdeka mula 1.50sen 150sen ditambah titik jadi rm1.50 .,positif,positif,,netral
275,setuju di desa sekarang sudah terbiasa tanpa 0,negatif,positif,,netral
276,mau nol 0 atau nol 000<br><br>pertanyaannya buat apaaaaaa<br><br>habisin uang negara saja<br>berapa banyak uang kertas yang harus dicetak ulang,negatif,negatif,,negatif
277,sudah bang ray iyakan saja pak purbaya hebat pasti dia sudah pikirkan matang2 ok yang panik itu koruptor enggak bisa nimbung uang lagi karena harus ganti ini semua uang di sembunyikan ok terus daya belanja masyarakat ningkat karn indak takut lagi belanja sebab dianggap murah begitu bagi kami kaum awam dan kelas bawah agar memudahkan perputaran uang ok,negatif,positif,,negatif
278,raymon ...!kau itu cuma konten kreator bukan propesor keuangan..otak mu masih kosong,negatif,negatif,,negatif
279,kalau rp 10.000 jadi rp10 kalo 500 perak jadi berapa?,netral,netral,,netral
280,"langkah bagus ,untuk maksa tikus berdasi mengeluarkan uangnya atau membiarkan busuk diberangkas",negatif,positif,,positif
281,yang kagak setuju itu antek luar,negatif,netral,,negatif
282,jangankan di rubah <br>gak pakai uang pun jadi biyar tau juga enggak ada yang korupsi di negara ini bos,negatif,negatif,,negatif
283,2030 fix indonesia hilang,netral,negatif,,netral
284,betul terlalu banyak orang yang bikin opini ngalor ngidul padahal di masy sudah terbiasa bilang 100rb jadi 100 tinggal realisasinya saja,negatif,positif,,negatif
285,"kayanya agak optimis sih, terutama di aspek psikologisnya itu. cuman ya benar kang, timing yang paling nentuin.",positif,positif,,positif
286,apa hubungannya sama koruptor?,negatif,netral,,negatif
287,cuma pengalihan isu wuss...gak mungkin bkl terealitakan..!,negatif,negatif,,negatif
288,"takut nya ini bakalan jadi alasan pak prubaya di lengserkan kalau misalnya dia gagal.<br>trs enggak sesimpel begitu buang nol terus nilai nya sama ,masalahnya kepercayaan internasional kita bagaimana bakalan terima enggak uang rupiah kita",negatif,negatif,,negatif
289,"begini saja, selama trader palas merasa untung ketika beli 1 dolar di 16.500 dijual 16.600 maka inflasi akan terus bertumbuh..!<br>begitu banyaknya trader falas indonesia yang sdm nya sangat rendah enggak sadar, menjatuhkan nilai mata uang sendiri,..keras kepala, serakah,begitu dungunya sehingga tidak pernah menyadari nilai mata uang sendiri jatuh!!",negatif,negatif,,negatif
290,"bang, ini kalau enggak salah sudah ada memang wacana pas masih ibu sri. kalau enggak salah aku pernah baca beritanya tahun 2023 tapi aneh sampai akhir tahu enggak jalan bahkan enggak banyak yang tahu",negatif,negatif,,negatif
291,hari ini 13 november 2025 nilai tukar rupiah terhadap ringgit rp 4.046 = rm 1,netral,netral,,netral
292,"menurut saya,, sekarang adalah waktu yang tepat.. karena hampir semua masyarakat indonesia sudah terbiasa dengan istilah 10k/10rb , 5k/5rb .. dan memudahkan akuntansi.... apalagi jumlahnya banyak apa enggak pusing itu pak mentri",positif,positif,,negatif
293,"sudah lama redenomisasi dilakukan oleh masyarakat unoffically, sudah biasa menyebut 50 ribu dengan 50k. bahkan di pasar tradisional yang jual-beli hewan ternak, sudah lama penjual dan pembeli menyebut 1.000.000 dengan seribu. pendapat bahwa akan sulit mensosialisasikan redenomisasi rupiah kepada masyarakat atau masyarakat akan mendapatkan beban psikologi karena redenominasi, itu pendapat yang merendahkan intelejensia publik yang selama ini telah melakukan redenominasi &quot;sepihak&quot; di pasar-pasar tradisional. saya yakin jika ini berjalan, uang-uang cash yang disimpan di bawah kasur, karung, ataupun guci karena didapat dari jalur haram, mau-nggak mau harus masuk ke pasar agar tidak kehilangan nilainya. mereka yang menolak redenominasi karena memang punya kepentingan yang merugikan bangsa ini.",negatif,positif,,negatif
294,semakin sulit menabung 1 miliyar,negatif,negatif,,negatif
295,"aturan yang enggak penting,dan enggak bermanfaat,harus nya pikirin itu utang negara nya.",negatif,negatif,,negatif
296,"pak purbaya harus masukkan ke ruu pelarangan pembulatan di price tag &amp; di saat bertransaksi langsung dll contoh :<br>rp 13,6 = rp 14 <br>rp 15,7 = rp 16 <br>rp 18,8 = rp 19",netral,positif,,netral
297,"masih banyak lapisan akar rumput yang mengandalkan fiat money rata rata orang di pedesaan petani dan nelayan. kalo kerja di sektor jasa ojol sudah biasa system pengelolaan cashless. jika orang yang sederhana dituntut langsung mengerti dan perubahan angka 0 mata uang sekalian paham cashless by system e-walet, qr code bukannya harus turun langsung buat mengajari dan bimbingan asal tak jadi scam saja oleh oknum. yang memanfaatkn",negatif,negatif,,negatif
298,apakah negara ini sudah semakin miskin?,negatif,negatif,,negatif
299,"ya setuju bro , cuman di konoha rakyatnya malas membaca , entar bayar 17 malah kayak rupiah dulu 17000k saldo limit wkwk harus matang2 sih merencanakan ini.. kalau gegabah ancurlah",negatif,positif,,negatif
300,indonesia nuncep bukan karena redenomisasi tapi karena kkn,netral,netral,,negatif
301,nah ini.,negatif,netral,,netral
